FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
220721;0000;48;;;
220722;0000;88;;;
220723;0000;104;;;
220724;0000;85;;;
220725;0000;121;;;
220726;0000;93;;;
220727;0000;59;;;
220728;0000;15;;;
220729;0000;31;;;
220730;0000;56;;;
220731;0000;47;;;
220801;0000;34;;;
220802;0000;43;;;
220803;0000;55;;;
220804;0000;35;;;
220805;0000;112;;;
220806;0000;57;;;
220807;0000;23;;;
220808;0000;48;;;
220809;0000;17;;;
220810;0000;20;;;
220811;0000;33;;;
220812;0000;19;;;
220813;0000;40;;;
220814;0000;22;;;
220815;0000;15;;;
220816;0000;22;;;
220817;0000;25;;;
220818;0000;9;;;
220819;0000;12;;;
220820;0000;44;;;
220821;0000;32;;;
220822;0000;25;;;
220823;0000;33;;;
220824;0000;18;;;
220825;0000;25;;;
220826;0000;16;;;
220827;0000;27;;;
220828;0000;44;;;
220829;0000;67;;;
220830;0000;25;;;
220831;0000;23;;;
220901;0000;12;;;
220902;0000;7;;;
220903;0000;8;;;
220904;0000;7;;;
220905;0000;17;;;
220906;0000;35;;;
220907;0000;36;;;
220908;0000;26;;;
220909;0000;11;;;
220910;0000;18;;;
220911;0000;21;;;
220912;0000;24;;;
220913;0000;28;;;
220914;0000;24;;;
220915;0000;27;;;
220916;0000;40;;;
220917;0000;32;;;
220918;0000;25;;;
220919;0000;24;;;
220920;0000;50;;;
220921;0000;28;;;
220922;0000;31;;;
220923;0000;21;;;
220924;0000;16;;;
220925;0000;16;;;
220926;0000;13;;;
220927;0000;17;;;
220928;0000;22;;;
220929;0000;20;;;
220930;0000;28;;;
221001;0000;43;;;
221002;0000;82;;;
221003;0000;56;;;
221004;0000;12;;;
221005;0000;10;;;
221006;0000;10;;;
221007;0000;15;;;
221008;0000;16;;;
221009;0000;7;;;
221010;0000;6;;;
221011;0000;10;;;
221012;0000;10;;;
221013;0000;14;;;
221014;0000;;;;
221015;0000;;;;
221016;0000;;;;
221017;0000;27;;;
221018;0000;16;;;
221019;0000;9;;;
221020;0000;10;;;
221021;0000;14;;;
221022;0000;19;;;
221023;0000;16;;;
221024;0000;8;;;
221025;0000;14;;;
221026;0000;10;;;
221027;0000;9;;;
221028;0000;12;;;
221029;0000;14;;;
221030;0000;21;;;
221031;0000;14;;;
221101;0000;11;;;
221102;0000;21;;;
221103;0000;21;;;
221104;0000;15;;;
221105;0000;11;;;
221106;0000;10;;;
221107;0000;14;;;
221108;0000;6;;;
221109;0000;9;;;
221110;0000;11;;;
221111;0000;10;;;
221112;0000;8;;;
221113;0000;7;;;
221114;0000;9;;;
221115;0000;9;;;
221116;0000;10;;;
221117;0000;10;;;
221118;0000;7;;;
221119;0000;11;;;
221120;0000;11;;;
221121;0000;9;;;
221122;0000;4;;;
221123;0000;;;13;
221124;0000;;;6;
221125;0000;;;7;
221126;0000;;;5;
221127;0000;;;5;
221128;0000;5;;;
221129;0000;4;;;
221130;0000;3;;;
221201;0000;4;;;
221202;0000;8;;;
221203;0000;7;;;
221204;0000;9;;;
221205;0000;11;;;
221206;0000;7;;;
221207;0000;12;;;
221208;0000;5;;;
221209;0000;10;;;
221210;0000;20;;;
221211;0000;5;;;
221212;0000;3;;;
221213;0000;4;;;
221214;0000;4;;;
221215;0000;6;;;
221216;0000;7;;;
221217;0000;4;;;
221218;0000;4;;;
221219;0000;9;;;
221220;0000;8;;;
221221;0000;7;;;
221222;0000;5;;;
221223;0000;6;;;
221224;0000;5;;;
221225;0000;3;;;
221226;0000;5;;;
221227;0000;5;;;
221228;0000;4;;;
221229;0000;3;;;
221230;0000;3;;;
221231;0000;4;;;
230101;0000;4;;;
230102;0000;2;;;
230103;0000;1;;;
230104;0000;4;;;
230105;0000;2;;;
230106;0000;3;;;
230107;0000;5;;;
230108;0000;5;;;
230109;0000;4;;;
230110;0000;13;;;
230111;0000;8;;;
230112;0000;7;;;
230113;0000;3;;;
230114;0000;4;;;
230115;0000;4;;;
230116;0000;5;;;
230117;0000;4;;;
230118;0000;6;;;
230119;0000;8;;;
230120;0000;3;;;
230121;0000;2;;;
230122;0000;2;;;
230123;0000;5;;;
230124;0000;3;;;
230125;0000;3;;;
230126;0000;2;;;
230127;0000;3;;;
230128;0000;4;;;
230129;0000;2;;;
230130;0000;4;;;
230131;0000;5;;;
230201;0000;3;;;
230202;0000;3;;;
230203;0000;3;;;
230204;0000;2;;;
230205;0000;4;;;
230206;0000;4;;;
230207;0000;4;;;
230208;0000;2;;;
230209;0000;3;;;
230210;0000;3;;;
230211;0000;3;;;
230212;0000;5;;;
230213;0000;7;;;
230214;0000;5;;;
230215;0000;4;;;
230216;0000;12;;;
230217;0000;8;;;
230218;0000;2;;;
230219;0000;2;;;
230220;0000;3;;;
230221;0000;2;;;
230222;0000;2;;;
230223;0000;2;;;
230224;0000;6;;;
230225;0000;5;;;
230226;0000;2;;;
230227;0000;1;;;
230228;0000;3;;;
230301;0000;2;;;
230302;0000;3;;;
230303;0000;6;;;
230304;0000;9;;;
230305;0000;9;;;
230306;0000;9;;;
230307;0000;16;;;
230308;0000;15;;;
230309;0000;10;;;
230310;0000;17;;;
230311;0000;25;;;
230312;0000;5;;;
230313;0000;9;;;
230314;0000;12;;;
230315;0000;8;;;
230316;0000;22;;;
230317;0000;20;;;
230318;0000;23;;;
230319;0000;16;;;
230320;0000;27;;;
230321;0000;26;;;
230322;0000;10;;;
230323;0000;10;;;
230324;0000;10;;;
230325;0000;31;;;
230326;0000;13;;;
230327;0000;14;;;
230328;0000;27;;;
230329;0000;20;;;
230330;0000;27;;;
230331;0000;46;;;
230401;0000;24;;;
230402;0000;17;;;
230403;0000;18;;;
230404;0000;29;;;
230405;0000;35;;;
230406;0000;19;;;
230407;0000;32;;;
230408;0000;21;;;
230409;0000;12;;;
230410;0000;117;;;
230411;0000;108;;;
230412;0000;96;;;
230413;0000;154;;;
230414;0000;67;;;
230415;0000;54;;;
230416;0000;39;;;
230417;0000;21;;;
230418;0000;9;;;
230419;0000;19;;;
230420;0000;15;;;
230421;0000;20;;;
230422;0000;25;;;
230423;0000;57;;;
230424;0000;30;;;
230425;0000;31;;;
230426;0000;53;;;
230427;0000;44;;;
230428;0000;47;;;
230429;0000;9;;;
230430;0000;14;;;
230501;0000;19;;;
230502;0000;24;;;
230503;0000;8;;;
230504;0000;20;;;
230505;0000;12;;;
230506;0000;25;;;
230507;0000;22;;;
230508;0000;18;;;
230509;0000;39;;;
230510;0000;73;;;
230511;0000;19;;;
230512;0000;37;;;
230513;0000;33;;;
230514;0000;101;;;
230515;0000;33;;;
230516;0000;16;;;
230517;0000;11;;;
230518;0000;30;;;
230519;0000;38;;;
230520;0000;93;;;
230521;0000;61;;;
230522;0000;136;;;
230523;0000;99;;;
230524;0000;60;;;
230525;0000;33;;;
230526;0000;47;;;
230527;0000;;;31;
230528;0000;;;77;
230529;0000;52;;;
230530;0000;51;;;
230531;0000;25;;;
230601;0000;73;;;
230602;0000;53;;;
230603;0000;48;;;
230604;0000;45;;;
230605;0000;52;;;
230606;0000;19;;;
230607;0000;34;;;
230608;0000;33;;;
230609;0000;72;;;
230610;0000;55;;;
230611;0000;27;;;
230612;0000;45;;;
230613;0000;81;;;
230614;0000;26;;;
230615;0000;73;;;
230616;0000;147;;;
230617;0000;80;;;
230618;0000;106;;;
230619;0000;358;;;
230620;0000;284;;;
230621;0000;156;;;
230622;0000;54;;;
230623;0000;76;;;
230624;0000;135;;;
230625;0000;109;;;
230626;0000;64;;;
230627;0000;169;;;
230628;0000;168;;;
230629;0000;132;;;
230630;0000;187;;;
230701;0000;182;;;
230702;0000;71;;;
230703;0000;47;;;
230704;0000;49;;;
230705;0000;43;;;
230706;0000;48;;;
230707;0000;89;;;
230708;0000;75;;;
230709;0000;93;;;
230710;0000;47;;;
230711;0000;58;;;
230712;0000;112;;;
230713;0000;165;;;
230714;0000;107;;;
230715;0000;44;;;
230716;0000;93;;;
230717;0000;99;;;
230718;0000;91;;;
230719;0000;142;;;
230720;0000;119;;;
230721;0000;55;;;
230722;0000;59;;;
230723;0000;75;;;
230724;0000;87;;;
230725;0000;172;;;
230726;0000;96;;;
230727;0000;96;;;
230728;0000;97;;;
230729;0000;14;;;
230730;0000;73;;;
230731;0000;83;;;
230801;0000;16;;;
230802;0000;14;;;
230803;0000;10;;;
230804;0000;16;;;
230805;0000;26;;;
230806;0000;29;;;
230807;0000;165;;;
230808;0000;70;;;
230809;0000;72;;;
230810;0000;41;;;
230811;0000;41;;;
230812;0000;125;;;
230813;0000;93;;;
230814;0000;44;;;
230815;0000;31;;;
230816;0000;60;;;
230817;0000;104;;;
230818;0000;107;;;
230819;0000;72;;;
230820;0000;67;;;
230821;0000;48;;;
230822;0000;17;;;
230823;0000;14;;;
230824;0000;20;;;
230825;0000;30;;;
230826;0000;16;;;
230827;0000;23;;;
230828;0000;19;;;
230829;0000;26;;;
230830;0000;18;;;
230831;0000;38;;;
230901;0000;19;;;
230902;0000;34;;;
230903;0000;61;;;
230904;0000;75;;;
230905;0000;69;;;
230906;0000;78;;;
230907;0000;55;;;
230908;0000;49;;;
230909;0000;56;;;
230910;0000;26;;;
230911;0000;23;;;
230912;0000;20;;;
230913;0000;18;;;
230914;0000;14;;;
230915;0000;27;;;
230916;0000;23;;;
230917;0000;25;;;
230918;0000;38;;;
230919;0000;93;;;
230920;0000;131;;;
230921;0000;66;;;
230922;0000;44;;;
230923;0000;35;;;
230924;0000;59;;;
230925;0000;34;;;
230926;0000;7;;;
230927;0000;22;;;
230928;0000;38;;;
230929;0000;30;;;
230930;0000;26;;;
231001;0000;13;;;
231002;0000;21;;;
231003;0000;;;22;
231004;0000;;;14;
231005;0000;;;3;
231006;0000;;;3;
231007;0000;;;;
231008;0000;11;;;
231009;0000;16;;;
231010;0000;45;;;
231011;0000;23;;;
231012;0000;17;;;
231013;0000;29;;;
231014;0000;26;;;
231015;0000;10;;;
231016;0000;16;;;
231017;0000;24;;;
231018;0000;19;;;
231019;0000;7;;;
231020;0000;18;;;
231021;0000;19;;;
231022;0000;19;;;
231023;0000;43;;;
231024;0000;9;;;
231025;0000;10;;;
231026;0000;5;;;
231027;0000;11;;;
231028;0000;21;;;
231029;0000;24;;;
231030;0000;42;;;
231031;0000;29;;;
231101;0000;41;;;
231102;0000;13;;;
231103;0000;8;;;
231104;0000;15;;;
231105;0000;24;;;
231106;0000;21;;;
231107;0000;13;;;
231108;0000;9;;;
231109;0000;12;;;
231110;0000;18;;;
231111;0000;8;;;
231112;0000;7;;;
231113;0000;13;;;
231114;0000;10;;;
231115;0000;11;;;
231116;0000;6;;;
231117;0000;8;;;
231118;0000;11;;;
231119;0000;20;;;
231120;0000;13;;;
231121;0000;10;;;
231122;0000;6;;;
231123;0000;8;;;
231124;0000;12;;;
231125;0000;6;;;
231126;0000;10;;;
231127;0000;13;;;
231128;0000;7;;;
231129;0000;11;;;
231130;0000;9;;;
231201;0000;11;;;
231202;0000;10;;;
231203;0000;7;;;
231204;0000;10;;;
231205;0000;6;;;
231206;0000;7;;;
231207;0000;9;;;
231208;0000;8;;;
231209;0000;3;;;
231210;0000;4;;;
231211;0000;7;;;
231212;0000;6;;;
231213;0000;4;;;
231214;0000;7;;;
231215;0000;16;;;
231216;0000;14;;;
231217;0000;25;;;
231218;0000;16;;;
231219;0000;10;;;
231220;0000;8;;;
231221;0000;4;;;
231222;0000;4;;;
231223;0000;4;;;
231224;0000;4;;;
231225;0000;4;;;
231226;0000;6;;;
231227;0000;3;;;
231228;0000;4;;;
231229;0000;7;;;
231230;0000;4;;;
231231;0000;4;;;
240101;0000;;4;;
240102;0000;;4;;
240103;0000;;4;;
240104;0000;;10;;
240105;0000;;6;;
240106;0000;;4;;
240107;0000;;5;;
240108;0000;;4;;
240109;0000;;5;;
240110;0000;;10;;
240111;0000;;12;;
240112;0000;;8;;
240113;0000;;3;;
240114;0000;;3;;
240115;0000;;6;;
240116;0000;;6;;
240117;0000;;6;;
240118;0000;;6;;
240119;0000;;10;;
240120;0000;;13;;
240121;0000;;17;;
240122;0000;;5;;
240123;0000;;3;;
240124;0000;;2;;
240125;0000;;4;;
240126;0000;;6;;
240127;0000;;5;;
240128;0000;;14;;
240129;0000;;4;;
240130;0000;;8;;
240131;0000;;5;;
240201;0000;;3;;
240202;0000;;4;;
240203;0000;;5;;
240204;0000;;3;;
240205;0000;;3;;
240206;0000;;4;;
240207;0000;;4;;
240208;0000;;6;;
240209;0000;;6;;
240210;0000;;4;;
240211;0000;;8;;
240212;0000;;11;;
240213;0000;;10;;
240214;0000;;7;;
240215;0000;;7;;
240216;0000;;8;;
240217;0000;;3;;
240218;0000;;4;;
240219;0000;;4;;
240220;0000;;7;;
240221;0000;;5;;
240222;0000;;7;;
240223;0000;;14;;
240224;0000;;13;;
240225;0000;;7;;
240226;0000;;9;;
240227;0000;;7;;
240228;0000;;7;;
240229;0000;;12;;
240301;0000;;8;;
240302;0000;;12;;
240303;0000;;12;;
240304;0000;;35;;
240305;0000;;26;;
240306;0000;;8;;
240307;0000;;20;;
240308;0000;;17;;
240309;0000;;13;;
240310;0000;;8;;
240311;0000;;18;;
240312;0000;;7;;
240313;0000;;24;;
240314;0000;;11;;
240315;0000;;14;;
240316;0000;;9;;
240317;0000;;7;;
240318;0000;;12;;
240319;0000;;26;;
240320;0000;;17;;
240321;0000;;25;;
240322;0000;;52;;
240323;0000;;45;;
240324;0000;;22;;
240325;0000;;23;;
240326;0000;;11;;
240327;0000;;19;;
240328;0000;;23;;
240329;0000;;10;;
240330;0000;;27;;
240331;0000;;33;;
240401;0000;;22;;
240402;0000;;33;;
240403;0000;;16;;
240404;0000;;10;;
240405;0000;;11;;
240406;0000;;8;;
240407;0000;;15;;
240408;0000;;22;;
240409;0000;;33;;
240410;0000;;103;;
240411;0000;;192;;
240412;0000;;128;;
240413;0000;;159;;
240414;0000;;86;;
240415;0000;;36;;
240416;0000;;18;;
240417;0000;;27;;
240418;0000;;39;;
240419;0000;;17;;
240420;0000;;27;;
240421;0000;;99;;
240422;0000;;111;;
240423;0000;;65;;
240424;0000;;64;;
240425;0000;;37;;
240426;0000;;24;;
240427;0000;;19;;
240428;0000;;24;;
240429;0000;;35;;
240430;0000;;40;;
240501;0000;;106;;
240502;0000;;55;;
240503;0000;;44;;
240504;0000;;52;;
240505;0000;;36;;
240506;0000;;76;;
240507;0000;;92;;
240508;0000;;59;;
240509;0000;;64;;
240510;0000;;89;;
